Date,Open,High,Low,Close
2021-09-01,1814.095,1820.06,1808.57,1813.83
2021-09-02,1813.85,1817.19,1805.19,1809.565
2021-09-03,1809.3,1834.1,1808.09,1828.65
2021-09-06,1830.355,1830.355,1820.7,1823.37
2021-09-07,1823.3,1827.33,1792.43,1794.4
2021-09-08,1794.42,1802.04,1782.6,1789.23
2021-09-09,1789.14,1801.04,1783.73,1794.5
2021-09-10,1794.6,1803.94,1787.16,1787.9
2021-09-13,1787.9,1798.49,1783.84,1793.63
2021-09-14,1793.5,1808.77,1780.75,1804.61
2021-09-15,1804.515,1806.92,1790.61,1793.775
2021-09-16,1794.35,1796.24,1745.22,1753.41
2021-09-17,1754.195,1767.41,1747.29,1751.65
2021-09-20,1754.5,1767.16,1742.255,1764.095
2021-09-21,1764.6,1781.7,1757.94,1774.19
2021-09-22,1774.15,1787.3,1764.995,1768.205
2021-09-23,1768.65,1776.47,1738.095,1742.76
2021-09-24,1743.3,1757.69,1740.65,1746.72
2021-09-27,1751.735,1760.91,1744.93,1750.085
2021-09-28,1750.25,1754.53,1727.19,1733.93
2021-09-29,1734.2,1745.66,1721.53,1726.35
2021-09-30,1726.13,1764.29,1722.04,1756.895
2021-10-01,1756.8,1764.18,1749.56,1760.07
2021-10-04,1760.08,1770.46,1747.84,1769.44
2021-10-05,1769.425,1769.44,1749.18,1759.96
2021-10-06,1760.03,1765.08,1746.01,1762.65
2021-10-07,1763.07,1766.96,1752.18,1755.17
2021-10-08,1756.09,1781.37,1753.44,1756.88
2021-10-11,1757.565,1760.98,1750.38,1754.2
2021-10-12,1754.075,1769.4,1750.85,1760.11
2021-10-13,1760.14,1796.02,1758.09,1793.05
2021-10-14,1792.85,1800.47,1786.84,1796.01
2021-10-15,1795.99,1796.48,1764.97,1768.33
2021-10-18,1767.875,1772.1,1760.42,1764.87
2021-10-19,1765.02,1785.16,1763.01,1769.54
2021-10-20,1769.36,1788.44,1766.97,1782.04
2021-10-21,1782.2,1789.31,1776.62,1782.83
2021-10-22,1783.34,1813.74,1783.04,1794.13
2021-10-25,1794.33,1809.98,1792.37,1807.73
2021-10-26,1807.38,1808.34,1782.46,1792.85
2021-10-27,1793.26,1799.1,1783.57,1797
2021-10-28,1796.67,1810.36,1792.49,1798.86
2021-10-29,1799.6,1801.15,1772.11,1782.82
2021-11-01,1780.88,1795.82,1779.35,1791.87
2021-11-02,1791.86,1796.44,1786.3,1787.09
2021-11-03,1787.11,1787.7,1758.99,1773.85
2021-11-04,1773.86,1798.95,1770.9,1791.43
2021-11-05,1791.47,1818.34,1785.335,1818.215
2021-11-08,1818.165,1826.4,1812.2,1824.32
2021-11-09,1824.89,1832.75,1819.23,1831.83
2021-11-10,1831.91,1868.27,1822.71,1849.36
2021-11-11,1849.77,1865.94,1843.02,1862
2021-11-12,1861.86,1868.5,1845.29,1866.08
2021-11-15,1867.85,1870.07,1856.38,1862.8
2021-11-16,1862.91,1877.09,1849.64,1850.43
2021-11-17,1850.32,1868.01,1849.64,1867.43
2021-11-18,1866.9,1870.96,1855.39,1858.91
2021-11-19,1859.23,1865.39,1843.15,1846.97
2021-11-22,1847.07,1849.13,1802.39,1804.8
2021-11-23,1807.295,1812.37,1782.16,1789.12
2021-11-24,1789.28,1796.4,1778.83,1788.64
2021-11-25,1788.34,1795.12,1786.17,1788.635
2021-11-26,1788.705,1815.46,1780.995,1791.875
2021-11-29,1791.875,1799.44,1780.525,1784.71
2021-11-30,1785.15,1808.71,1770.01,1774.96
2021-12-01,1775.085,1793.41,1772.25,1781.87
2021-12-02,1781.97,1783.35,1762.08,1768.3
2021-12-03,1769.75,1786.16,1766.23,1782.96
2021-12-06,1785.3,1787.66,1776.05,1778.48
2021-12-07,1778.935,1787.69,1772.44,1784.17
2021-12-08,1784.575,1793.08,1779.77,1783.09
2021-12-09,1783.25,1787.58,1774.01,1775.17
2021-12-10,1776.02,1789.33,1770.2,1782.9
2021-12-13,1783.395,1791.39,1781.925,1786.68
2021-12-14,1786.15,1789.58,1766.82,1770.7
2021-12-15,1771.32,1780.88,1754.81,1777.13
2021-12-16,1778.36,1799.64,1775.65,1799.23
2021-12-17,1799.16,1814.27,1796.06,1796.14
2021-12-20,1800.04,1804.17,1787.18,1790.9
2021-12-21,1791.56,1800.42,1784.95,1788.97
2021-12-22,1788.7,1805.03,1786.02,1803.66
2021-12-23,1803.935,1810.7,1799.02,1808.57
2021-12-27,1808.005,1813.47,1803.15,1811.97
2021-12-28,1811.67,1820.16,1805.16,1806.15
2021-12-29,1806.19,1807.73,1789.53,1804.38
2021-12-30,1804.48,1817.18,1796.26,1814.69
2021-12-31,1815.085,1830.35,1814.59,1829.5
2022-01-03,1830.05,1831.82,1798.48,1801.32
2022-01-04,1802.37,1816.72,1799.15,1814.64
2022-01-05,1814.09,1829.66,1808.42,1810.29
2022-01-06,1810.76,1811.49,1786.53,1790.98
2022-01-07,1791.22,1798.64,1782.98,1795.81
2022-01-10,1796,1802.36,1790.49,1801.74
2022-01-11,1800.79,1823.28,1800.23,1821.54
2022-01-12,1820.82,1828.08,1814.89,1826.27
2022-01-13,1825.9,1828,1812.58,1822.7
2022-01-14,1821.585,1829.17,1814.8,1816.6
2022-01-17,1817.73,1823.24,1813.2,1819.255
2022-01-18,1818.85,1822.82,1805.88,1813.81
2022-01-19,1813.67,1843.32,1810.37,1840.56
2022-01-20,1839.8,1847.81,1836.12,1839.6
2022-01-21,1839.34,1843.17,1828.6,1831.78
2022-01-24,1834.54,1844.27,1830,1843.17
2022-01-25,1842.99,1853.88,1835.09,1848.15
2022-01-26,1847.955,1850.15,1815.36,1819.45
2022-01-27,1820.015,1822.21,1791.91,1797.2
2022-01-28,1798.075,1799.44,1780.33,1788.87
2022-01-31,1790.41,1799.79,1785.62,1797.35
2022-02-01,1797.985,1808.79,1795.78,1801.11
2022-02-02,1800.655,1810.81,1794.64,1806.9
2022-02-03,1807.07,1808.98,1788.88,1804.86
2022-02-04,1805.39,1814.93,1792.64,1808.13
2022-02-07,1807.59,1823.58,1807.12,1820.54
2022-02-08,1820.93,1828.82,1815.49,1826.03
2022-02-09,1826.01,1835.83,1825,1832.99
2022-02-10,1832.76,1841.96,1821.93,1826.68
2022-02-11,1826.775,1865.44,1821.39,1861.27
2022-02-14,1861.01,1874.19,1850.96,1871.42
2022-02-15,1871.49,1879.51,1844.935,1853.55
2022-02-16,1853.83,1872.58,1850.51,1869.61
2022-02-17,1869.75,1901.16,1867.89,1898.4
2022-02-18,1898.63,1902.49,1886.71,1897.03
2022-02-21,1901.16,1908.28,1887.73,1904.075
2022-02-22,1908.21,1914.15,1891.6,1898.49
2022-02-23,1898.94,1910.55,1889.75,1909.19
2022-02-24,1910.4,1974.04,1881.06,1904.1
